989 177466
646 912 952
162 375 853
408 949 995
240 786 173
83 367 858
133 845 828
242 686 847
601 651 98
247 761 266
625 832 707
99 288 275
494 510 377
566 875 35
530 651 882
81 637 265
239 349 772
1 317 960
75 291 772
65 83 164
161 686 585
96 141 568
595 838 635
357 447 853
308 652 820
1 940 489
386 925 100
312 960 441
477 709 434
289 713 879
369 872 255
510 988 547
508 600 321
462 633 301
757 813 850
948 985 693
658 765 650
43 127 130
119 199 160
633 964 778
559 928 436
216 573 655
577 730 784
499 608 15
240 669 661
331 578 726
185 214 601
467 598 87
382 758 289
402 624 161
488 989 524
818 900 386
625 917 990
35 879 460
610 817 915
334 780 961
130 953 813
266 374 454
11 455 491
329 840 275
943 944 385
76 287 612
563 879 679
924 988 401
170 332 86
484 697 950
418 561 73
807 811 611
394 576 276
597 657 872
525 704 273
388 719 76
448 805 335
885 926 590
117 371 307
356 524 383
309 843 262
1 465 988
278 756 724
328 835 987
124 460 556
683 983 763
343 552 49
745 912 884
22 459 751
91 241 174
210 330 485
217 718 405
170 309 91
3 50 950
460 647 820
310 501 404
567 628 340
519 580 14
188 966 89
664 970 337
537 878 38
152 867 663
728 862 935
552 801 931
639 770 348
819 841 646
110 215 747
871 972 115
375 905 297
478 545 771
554 942 673
467 522 973
464 828 652
417 438 324
105 817 130
663 684 291
271 885 548
488 813 638
7 444 8
668 946 357
278 869 809
560 636 326
163 214 571
47 467 55
441 467 545
279 784 270
394 421 16
14 965 415
574 628 405
111 817 252
782 873 105
495 954 350
434 556 591
650 662 675
614 808 648
448 660 552
579 902 582
164 926 116
3 402 621
290 302 290
215 305 926
532 659 849
844 979 979
534 728 372
176 840 799
89 548 54
519 928 160
162 559 942
120 295 499
400 506 341
126 523 131
590 696 604
426 494 576
35 152 444
421 489 624
249 757 280
148 357 433
500 678 913
229 684 616
28 928 384
268 441 963
919 982 334
66 722 658
493 986 805
688 917 876
124 257 192
19 166 146
369 895 815
542 555 652
221 700 858
254 429 837
415 935 295
503 766 675
302 410 921
63 760 161
318 639 104
266 823 851
24 952 915
342 501 304
575 883 70
4 259 387
178 764 874
116 911 345
67 724 895
492 771 491
383 950 120
65 583 943
402 803 984
162 500 371
303 516 236
652 952 765
766 865 230
117 345 7
20 885 9
328 845 917
457 922 481
158 195 599
264 569 86
254 704 833
15 234 717
86 242 891
239 805 456
285 797 90
450 480 590
457 836 803
165 197 947
508 601 909
292 776 474
137 313 673
566 837 240
379 696 311
106 762 782
303 914 645
514 858 78
766 840 518
148 296 516
376 933 511
27 694 307
17 170 782
271 736 516
79 847 430
817 831 840
167 647 994
285 423 986
11 732 468
370 614 367
89 817 867
257 753 80
80 989 907
469 867 595
556 688 635
88 982 459
647 854 950
82 91 43
560 684 550
404 546 378
210 443 338
169 915 761
259 738 181
253 407 834
105 419 475
526 906 713
108 910 5
175 803 37
354 385 923
136 326 483
294 690 908
66 713 683
74 687 20
488 658 528
206 314 527
85 983 724
256 353 927
679 903 287
800 824 408
607 797 854
319 385 118
158 917 418
14 962 283
828 893 834
613 811 275
763 972 925
653 963 816
420 760 768
538 558 653
660 667 929
405 877 927
66 303 343
431 616 356
89 421 689
192 242 573
346 888 392
85 359 471
317 556 974
385 935 362
55 661 209
192 223 70
493 672 867
608 975 243
31 710 607
476 530 704
219 863 115
7 850 528
105 120 576
168 669 370
571 822 45
376 959 828
664 695 865
217 480 706
370 526 368
396 460 302
153 515 447
109 333 187
150 208 583
288 374 817
863 928 886
450 556 512
160 966 390
3 824 388
405 627 80
649 986 41
762 841 677
129 701 860
192 611 519
119 482 929
496 662 894
76 943 560
236 680 315
440 939 701
130 547 156
714 836 251
46 558 23
207 321 854
538 645 871
348 706 74
184 711 920
695 924 482
458 526 163
158 358 641
273 482 766
616 672 204
473 688 42
953 963 371
58 228 420
902 935 20
510 761 101
838 851 639
93 487 143
56 502 439
96 580 439
496 648 167
397 971 705
418 828 190
395 524 102
219 537 128
360 900 108
103 829 115
627 849 639
528 530 378
613 966 765
69 439 930
64 612 679
664 672 449
321 558 391
509 912 381
74 831 485
332 979 38
123 657 592
71 879 654
22 392 482
98 451 58
430 837 430
421 937 390
291 782 419
124 704 154
457 532 492
143 282 728
17 772 807
28 475 791
18 423 986
166 900 467
319 411 640
632 704 560
272 900 263
74 821 735
191 479 848
250 721 320
41 622 101
628 845 930
797 952 127
243 504 710
813 823 827
579 844 376
500 631 755
627 967 406
56 816 944
137 706 738
95 278 12
160 605 313
452 696 664
113 361 903
368 984 668
91 813 815
284 645 246
219 539 579
19 104 668
209 503 614
67 545 975
99 295 274
190 514 41
152 449 286
142 882 647
279 357 366
559 690 57
291 487 868
438 600 928
686 714 616
374 615 55
499 694 426
519 644 963
445 895 850
497 900 403
415 504 782
321 903 290
792 883 844
213 550 170
31 653 6
269 972 407
555 953 745
414 788 113
422 587 784
316 715 480
590 723 789
213 618 758
306 880 408
727 822 674
462 545 538
345 632 131
13 336 244
250 357 169
5 863 781
248 781 772
827 841 938
383 520 581
75 343 648
642 946 123
226 905 745
243 639 56
431 780 189
181 379 237
340 367 621
339 968 639
515 728 25
80 947 563
2 361 669
129 285 133
252 751 135
1 194 336
43 655 211
5 451 28
431 664 487
340 910 9
219 223 434
698 810 715
212 938 238
213 363 861
514 834 300
221 339 182
728 987 456
630 687 853
637 781 335
118 563 98
768 893 956
821 825 974
89 781 168
819 906 187
120 818 486
348 523 118
248 432 125
78 564 449
31 96 322
272 343 744
265 394 509
339 390 208
286 766 867
48 927 458
289 662 54
40 738 659
461 702 761
243 257 525
58 837 554
171 239 789
68 844 485
90 318 578
98 952 258
31 112 780
232 271 601
85 791 582
148 938 250
511 951 443
311 798 765
662 807 691
799 953 720
167 236 744
448 722 87
146 738 785
572 878 320
86 634 857
289 932 374
325 514 944
222 391 444
577 954 998
302 687 819
343 843 63
499 792 177
623 984 166
671 804 525
417 895 21
343 831 422
521 684 704
200 773 890
270 797 209
160 554 474
51 913 880
566 816 962
82 648 950
58 624 440
92 160 285
167 587 106
167 588 838
343 368 97
715 964 740
188 587 958
118 644 52
140 494 775
15 455 444
73 564 342
40 789 988
609 630 454
870 983 85
503 697 476
102 340 62
100 752 598
655 969 240
143 390 578
276 639 900
377 392 935
599 932 553
148 339 633
296 903 473
100 503 800
94 343 954
375 835 243
38 799 270
798 847 806
111 448 722
52 397 457
206 922 322
215 245 90
95 506 666
172 618 516
19 474 929
423 551 385
307 754 305
341 849 521
416 837 700
52 586 589
442 765 737
130 463 333
146 369 635
324 638 253
93 292 497
17 688 898
74 449 933
632 891 746
458 980 887
683 954 426
425 907 163
221 922 744
91 966 428
320 886 925
354 675 695
133 369 840
828 888 899
713 872 878
286 436 522
100 364 267
517 727 851
188 915 358
558 648 927
105 573 193
198 821 317
845 924 194
86 263 34
338 832 803
896 945 291
576 845 92
606 950 522
644 903 135
68 771 972
316 473 772
246 744 137
178 897 470
165 483 826
511 651 972
285 654 15
230 672 666
791 932 126
291 304 715
286 324 594
341 709 676
486 902 125
13 480 87
121 611 1
32 77 817
636 749 386
334 801 781
174 863 774
218 613 499
503 914 74
67 734 93
180 659 856
180 184 294
210 676 730
564 571 104
513 932 730
375 885 40
312 348 793
687 856 708
48 822 655
147 272 977
203 945 156
680 862 883
90 881 928
343 401 132
20 543 880
63 91 427
734 865 317
264 483 203
137 357 401
389 906 304
945 955 314
221 767 24
258 349 785
654 964 348
300 907 385
261 731 591
102 838 889
662 681 550
517 683 616
13 981 43
233 445 245
68 650 712
476 984 90
338 600 140
219 890 976
136 450 160
322 452 549
421 853 87
351 550 804
901 973 649
149 302 20
279 663 880
844 915 13
82 541 529
547 762 161
302 823 810
101 156 715
898 911 359
46 947 473
117 817 174
441 485 604
617 841 879
5 28 585
9 471 152
942 951 445
337 946 972
15 761 92
124 187 694
716 846 722
339 430 242
275 973 456
74 921 130
428 713 893
205 903 997
94 116 29
480 528 474
603 825 758
683 871 335
22 852 810
712 727 675
106 978 827
49 534 122
128 178 577
623 819 237
177 984 809
149 760 668
691 732 269
78 803 310
415 881 40
74 542 887
700 925 786
483 572 708
744 750 233
401 785 27
2 579 8
288 432 367
552 720 971
286 803 587
192 843 210
160 780 632
108 361 180
120 972 36
19 665 906
391 855 325
789 895 111
148 514 207
670 806 289
121 890 565
6 23 245
765 891 119
218 819 171
631 906 385
517 702 300
421 897 192
392 522 798
39 254 522
583 620 550
498 823 412
414 615 14
14 423 132
490 936 206
572 579 579
193 265 135
493 621 516
762 854 931
167 368 226
956 977 253
326 663 325
224 335 294
504 957 696
319 863 819
211 456 990
322 323 129
35 959 481
247 248 788
47 435 880
541 610 713
258 898 241
42 891 168
117 794 644
380 985 234
49 346 14
501 988 926
617 866 365
586 629 369
44 738 718
642 714 433
854 886 151
603 902 953
218 937 426
205 283 327
387 730 586
199 245 900
766 943 741
345 913 272
661 863 297
393 848 154
100 210 521
83 436 439
61 495 590
412 846 784
494 834 818
108 937 992
258 932 640
282 344 652
563 827 810
172 178 638
65 753 462
252 706 390
449 502 311
27 88 798
14 45 221
157 393 857
178 929 401
601 922 865
65 82 357
232 962 721
607 940 471
257 845 555
202 357 129
474 949 668
304 576 664
927 979 522
394 952 596
367 922 277
189 214 619
421 663 136
184 227 306
244 673 737
105 731 51
28 685 298
534 957 575
499 812 651
866 880 392
616 917 145
338 928 810
240 474 631
438 628 145
703 838 858
430 848 433
578 645 7
695 842 315
426 718 791
155 756 930
799 847 148
212 660 905
168 814 728
18 166 570
189 947 344
224 284 335
106 387 858
199 621 845
284 386 225
92 545 929
507 828 880
123 922 741
220 409 200
277 558 877
426 507 822
413 988 520
267 874 433
498 610 883
89 694 58
374 896 974
493 964 228
264 689 204
616 779 88
817 934 675
395 656 107
95 758 101
679 778 954
443 615 531
49 320 165
652 813 307
589 893 151
66 286 679
433 788 607
553 932 484
38 952 799
139 864 188
178 844 648
162 454 267
166 507 946
288 933 34
107 246 158
63 832 589
337 560 203
23 430 716
119 384 815
109 500 175
212 894 980
435 524 922
169 305 472
17 502 197
79 830 605
383 584 83
123 161 257
241 642 204
57 303 343
436 690 182
129 760 894
267 397 142
415 503 694
510 860 322
589 629 516
2 866 923
92 514 742
90 716 287
711 783 114
743 955 774
323 571 429
332 702 759
170 533 575
252 464 71
324 720 609
417 783 342
512 814 662
540 669 342
419 604 306
721 749 96
188 602 893
178 877 243
333 477 349
512 828 653
110 553 692
59 950 665
380 745 790
413 918 18
810 857 740
157 458 539
430 962 612
98 481 36
157 311 117
884 956 784
145 608 797
104 543 526
65 139 391
404 817 464
478 692 534
188 671 21
30 346 525
24 461 351
202 589 419
698 887 252
22 629 15
13 905 295
154 898 221
77 271 572
454 823 583
285 696 764
115 885 448
574 672 525
174 640 494
190 751 231
671 889 664
8 273 737
231 803 129
249 384 453
136 514 622
130 862 666
568 772 56
332 386 838
259 742 728
81 447 813
594 772 685
617 748 381
83 685 320
325 649 408
511 734 301
318 951 979
104 865 843
325 877 170
436 976 551
169 397 937
633 909 357
502 927 766
114 283 89
271 720 45
180 314 342
51 737 427
753 825 727
293 669 542
389 580 252
528 909 158
351 729 52
9 797 536
204 881 601
281 841 570
639 977 390
797 964 410
191 443 681
95 222 529
828 883 741
332 564 690
287 874 247
549 729 814
125 934 826
12 718 972
592 935 749
622 898 545
368 702 798
308 776 54
510 851 546
537 588 356
82 142 856
67 627 855
199 366 253
12 921 391
813 891 919
531 929 581
30 867 891
263 308 180
283 413 56
388 653 863
759 883 478
511 591 59
633 740 80
123 840 725
427 803 643
433 600 130
497 597 971
188 793 784
866 957 752
252 523 929
419 503 403
195 339 522
128 412 187
451 845 413
113 945 530
357 904 671
149 788 814
91 590 797
35 301 410
779 970 850
211 381 357
176 727 113
140 457 823
166 828 693
424 740 46
425 523 257
497 977 920
585 652 302
192 903 921
696 735 380
64 453 637
288 611 417
91 629 684
425 668 783
247 462 472
360 600 260
545 587 711
75 171 877
199 266 876
433 779 951
56 376 457
623 803 893
407 446 304
160 243 877
656 826 722
312 478 829
460 466 825
337 842 760
142 771 216
244 823 88
192 786 735
100 363 748
297 860 221
198 598 42
532 541 562
97 591 959
475 626 592
132 626 672
194 696 57
515 643 45
465 740 707
515 600 117
443 721 596
239 598 597
148 647 999
349 676 455
596 825 445
231 425 45
103 803 572
84 153 294
67 831 42
475 487 231
28 748 714
147 426 107
536 828 693
291 859 325
673 679 344
33 776 164
172 977 757
514 606 453
267 591 607
294 351 819
927 989 563
245 894 462
1 198 516
328 352 597
834 922 212
545 985 161
254 979 351
249 919 133
24 381 262
64 959 300
735 772 881
112 421 974
239 255 327
515 913 427
356 391 571
135 821 744
581 627 653
362 780 976
541 928 791
462 526 633
330 873 634
558 629 283
108 665 925
208 570 598
550 858 156
54 145 161
445 462 860
186 387 365
64 472 937
263 495 461
473 952 728
572 988 790
375 926 797
294 731 77
176 906 104
471 552 115
244 410 206
65 810 976
231 385 803
57 132 228
95 959 678
183 495 748
55 367 72
94 954 812
10 950 920
25 354 151
212 749 663
23 751 402
144 266 804
324 732 982
495 724 605
519 802 106
44 280 656
531 776 843
212 693 203
423 810 837
33 978 969
688 916 956
821 920 510
353 710 110
107 824 932
219 405 720
35 357 427
305 584 509
100 759 823
135 487 118
581 692 607
330 947 335
66 860 487
104 858 284
205 704 118
936 943 566
267 362 890
300 722 625
410 583 287
338 775 990
341 608 386
78 152 295
171 929 25
150 789 680
96 643 870
188 315 553
315 710 30
243 691 653
521 889 500
492 714 593
643 724 794
268 327 881
710 935 318
413 929 24
371 588 898
353 899 643
41 661 647
75 519 547
181 499 918
661 984 397
279 989 751
28 234 301
331 949 400
498 896 285
121 573 696
372 622 289
71 210 755
31 382 762
21 805 424
155 352 39
888 912 606
143 602 308
82 266 143
612 958 62
537 799 500
507 927 654
692 841 997
533 928 977
147 702 129
534 790 771
347 831 277
318 919 136
63 589 701
6 914 419
498 678 340
603 673 295
69 885 788
144 289 995
656 900 429
764 852 150
96 234 333
1 488 861
253 830 515
454 722 25
516 619 830
160 205 534
61 645 934
224 628 840
766 986 322
169 444 846
377 958 749
39 951 232
270 679 239
38 263 228
178 337 612
92 150 30
427 791 648
66 628 324
297 513 753
277 404 576
408 450 18
965 974 261
372 408 669
338 884 407
95 494 682
169 410 734
708 893 662
231 949 858
307 577 873
198 315 200
75 165 54
56 533 236
394 426 893
495 650 599
235 403 960
295 299 324
501 735 443
449 803 32
307 529 300
494 886 606
4 493 505
726 812 54
274 358 620
152 785 359
834 892 312
32 607 782
260 580 120
199 355 203
754 982 234
473 782 17
10 549 453
165 190 878
501 803 140
824 984 162
54 793 746
709 908 559
164 528 852
383 510 364
247 347 885
420 894 757
285 299 580
306 443 756
687 759 160
72 729 450
191 828 538
596 910 652
716 797 515
556 615 236
75 565 874
27 745 524
173 848 655
207 830 314
620 791 514
363 685 505
817 896 978
788 957 589
739 860 504
72 84 200
226 973 539
164 738 995
485 631 814
509 894 492
879 920 870
66 242 502
60 925 305
109 150 767
545 951 125
114 636 571
521 965 354
751 902 654
186 883 453
96 971 984
142 758 958
130 465 57
37 974 106
78 437 884
336 862 853
349 386 378
243 755 403
304 511 259
76 80 610
601 829 324
126 617 4
208 416 645
272 581 319
28 308 540
63 712 737
438 783 825
390 650 317
424 894 500
238 944 249
840 923 180
652 725 605
239 816 989
228 753 425
69 761 544
117 581 336
379 873 562
249 590 271
505 677 922
35 199 271
358 875 988
78 176 759
199 827 426
134 626 359
526 946 422
285 565 337
476 619 388
205 912 788
396 950 358
304 458 659
129 203 124
357 753 128
375 612 549
151 955 913
662 840 791
268 694 259
263 501 863
48 691 466
231 529 829
294 887 993
23 241 928
570 854 10
161 369 95
118 292 112
603 650 133
190 396 624
339 810 426
363 655 386
662 835 921
569 640 425
454 688 761
637 674 893
597 693 700
351 920 624
688 869 705
365 888 205
24 385 818
556 827 478
164 645 907
422 467 537
184 196 886
492 633 981
137 981 642
775 813 308
754 955 26
546 763 552
438 634 686
823 915 167
510 786 178
322 453 818
434 673 810
206 384 67
378 394 997
80 886 529
199 708 627
351 649 823
30 347 786
199 552 666
616 707 751
638 839 342
323 486 324
214 282 345
372 508 789
19 312 615
435 517 503
423 462 653
122 538 575
440 640 534
349 548 754
38 906 411
10 648 562
407 759 914
315 360 308
136 404 123
830 890 24
161 664 608
141 793 485
290 356 59
202 396 430
376 765 906
224 877 212
135 505 126
228 708 855
15 714 753
207 795 173
69 715 420
279 949 305
899 968 743
117 985 785
405 943 173
374 735 796
63 626 521
142 341 338
219 640 207
50 766 486
598 706 268
226 898 578
146 482 721
721 887 937
390 791 36
426 684 927
779 913 559
608 648 967
259 527 758
219 530 76
178 626 366
382 471 471
209 562 576
410 792 449
6 397 186
82 769 124
675 691 30
365 647 941
941 956 500
262 646 757
9 430 577
219 944 359
725 972 855
164 355 566
410 521 572
137 751 953
493 924 336
17 525 603
11 812 625
298 753 184
638 987 609
757 814 966
47 960 515
483 577 376
191 546 362
256 694 100
132 981 691
715 749 891
354 548 597
911 972 2
524 953 936
186 273 969
285 523 503
153 925 50
487 929 61
545 844 691
9 171 243
79 951 986
451 501 551
847 979 257
85 803 490
123 791 536
228 699 889
531 916 130
529 680 524
244 408 104
178 718 450
592 939 828
692 844 547
486 649 503
511 881 637
13 299 191
342 756 450
373 912 864
439 461 12
332 972 637
278 938 175
743 961 763
869 980 185
7 976 356
463 868 714
194 257 500
446 770 636
38 695 165
210 862 854
288 372 569
93 250 286
442 454 739
43 453 657
509 914 22
374 745 675
515 567 690
41 580 892
498 770 894
432 434 668
776 804 822
41 606 713
727 946 579
242 503 357
351 747 913
572 808 399
402 733 428
674 685 954
218 535 847
491 667 209
551 627 808
321 610 112
148 789 982
154 615 38
824 917 408
357 390 760
169 193 557
505 515 82
144 431 357
669 935 591
413 479 609
157 346 657
98 387 805
396 563 183
407 910 664
219 793 274
48 550 278
25 782 943
4 416 625
442 936 510
345 354 799
44 753 704
654 795 366
156 584 670
341 764 194
450 665 543
286 453 929
328 672 388
178 449 359
406 729 54
118 312 460
383 564 325
81 394 327
430 678 274
642 652 432
486 534 904
219 463 485
621 972 416
184 696 593
178 365 616
75 452 996
102 154 964
6 373 876
